Kabupaten/Kota,Tahun,Garis Kemiskinan,Indeks Pembangunan Manusia,Jumlah Penduduk Miskin,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Pengeluaran Perkapita Bahan Makanan Lainnya,Pengeluaran Perkapita Bahan Minuman,Pengeluaran Perkapita Buah-Buahan,Pengeluaran Perkapita Daging,Pengeluaran Perkapita Kacang-Kacangan,Pengeluaran Perkapita Bahan Minyak dan Kelapa,Pengeluaran Perkapita Padi-Padian,Pengeluaran Perkapita Rokok dan Tembakau,Pengeluaran Perkapita Telur dan Susu,Pengeluaran Perkapita Umbi-Umbian,Persentase Penduduk Miskin,Prevalensi Konsumsi Pangan Tidak Cukup,Rata-rata Lama Sekolah_Laki-laki,Rata-rata Lama Sekolah_Perempuan,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Rasio Tenaga Kesehatan,Angka Harapan Hidup,Stunting (%),Kelompok IKP
Asahan,2018,315420.0,69.49,74.14,1.51,0.33,1323.04,3963.54,6416.0,3640.87,1844.65,4243.43,16362.38,17153.0,7760.86,1318.07,10.25,5.18,8.74,8.25,1.55,11.67,44.8,1.06,25.03,2.77,67.57,24.6,5
Asahan,2019,330460.0,69.92,70.53,1.24,0.21,1414.99,3786.59,6171.0,4146.88,1848.94,3768.29,15849.55,17711.52,7390.14,1261.0,9.68,4.62,8.83,8.26,2.13,10.25,31.48,0.29,18.22,2.65,67.79,24.87,5
Asahan,2020,351314.0,70.29,66.32,1.37,0.33,1078.54,4232.39,6142.0,4246.59,1774.82,4520.93,16703.55,17567.19,7927.32,1250.06,9.04,6.77,8.94,8.61,1.93,9.68,30.07,0.42,24.34,2.01,68.11,0.0,5
Asahan,2021,377752.0,70.49,69.29,1.9,0.59,1294.86,4192.82,6013.0,3925.52,2156.54,4787.11,16666.31,20789.0,7716.45,1489.2,9.35,6.33,8.95,8.62,1.92,9.04,22.84,0.2,22.77,2.06,68.26,0.0,5
Asahan,2022,397944.0,71.13,64.49,1.22,0.27,1651.49,4392.02,6849.25,4642.95,2273.54,6062.22,17131.73,23022.3,7473.65,1468.61,8.64,7.66,8.97,8.64,2.15,9.35,26.39,0.4,29.64,1.87,68.37,18.9,5
Asahan,2023,427293.0,71.56,61.69,0.77,0.13,1998.67,4447.46,6653.17,5876.51,2183.06,5445.47,19228.09,28196.25,8109.78,1583.75,8.21,8.65,8.99,8.65,2.07,8.64,29.66,0.02,27.85,1.23,68.73,27.2,5
Asahan,2024,454298.0,72.09,61.34,1.15,0.29,1811.0,4525.0,7134.0,5574.0,2527.0,5682.0,22012.0,27138.0,7643.0,1633.0,8.12,7.64,9.07,8.66,1.91,8.21,27.78,0.11,24.26,1.82,69.09,11.0,6
Asmat,2018,354478.0,49.37,26.02,4.01,0.87,2460.07,3550.09,2688.0,2589.56,192.65,2827.77,10327.25,9533.44,3306.85,8072.24,27.41,53.96,5.69,3.96,5.0,27.16,74.2,18.71,48.54,79.77,56.32,25.9,1
Asmat,2019,364728.0,50.37,25.8,4.9,1.44,2042.74,4146.34,4105.0,3729.27,473.12,2493.75,8840.74,13226.34,4926.04,9589.56,26.6,46.17,5.76,4.05,5.0,27.41,39.74,20.18,96.57,75.63,56.88,32.6,1
Asmat,2020,383790.0,50.55,25.12,3.54,0.75,2531.07,4424.55,4003.0,6904.8,246.46,3028.75,11789.79,15032.61,4573.47,10177.21,25.49,39.36,5.86,4.29,5.0,26.6,55.48,35.11,91.49,100.0,57.53,46.7,1
Asmat,2021,405368.0,51.29,25.04,4.08,0.91,3384.97,6607.35,4840.0,8191.29,466.57,4079.88,14127.28,19705.09,6178.83,10385.76,24.83,39.37,6.04,4.43,5.0,25.49,39.46,40.38,93.45,73.62,58.05,0.0,1
Asmat,2022,424978.0,52.22,25.6,3.57,0.81,2801.08,5180.75,6826.95,8453.51,550.4,4154.83,12035.02,13981.72,5175.46,10663.31,24.87,33.4,6.36,4.7,2.48,24.83,46.75,57.49,88.52,32.47,58.59,38.1,1
Asmat,2023,450237.0,53.19,25.58,3.75,0.89,2870.39,4840.96,6648.71,6789.32,439.92,3568.89,11470.28,11671.94,4763.06,8518.97,24.36,42.88,6.6,4.83,2.52,24.87,65.27,58.56,88.08,0.3,58.9,23.5,1
Asmat,2024,487035.0,53.92,26.24,4.17,1.04,2952.0,3947.0,8172.0,8916.0,1557.0,3636.0,11759.0,14044.0,5853.0,12597.0,24.5,37.04,6.81,5.1,2.16,24.36,42.02,51.3,83.74,40.28,59.19,0.0,2
Badung,2018,534069.0,80.87,12.97,0.28,0.07,2110.08,3443.04,10290.0,9595.24,3035.76,2732.16,15840.78,11822.49,8714.94,942.49,1.98,1.23,10.83,9.26,1.48,2.06,7.04,0.0,18.01,0.23,74.53,14.9,6
Badung,2019,547186.0,81.59,11.89,0.16,0.03,2353.29,3451.51,6778.0,10626.45,3150.22,2814.34,16274.24,13962.73,9082.59,1436.87,1.78,1.3,10.92,9.69,1.12,1.98,6.62,0.0,5.44,0.17,74.71,25.24,6
Badung,2020,587737.0,81.6,13.75,0.31,0.07,2601.52,3764.29,9803.0,11620.35,3591.7,2848.75,16789.53,13797.99,10820.23,1380.98,2.02,2.61,10.93,9.7,1.37,1.78,4.11,0.0,1.98,0.16,74.99,0.0,6
Badung,2021,613993.0,81.83,18.52,0.43,0.1,2876.13,3912.96,7295.0,10308.04,4139.51,3435.11,18702.24,12909.72,10042.77,1527.28,2.62,4.48,11.08,9.97,1.14,2.02,11.29,0.19,4.86,0.13,75.1,0.0,6
Badung,2022,633769.0,82.13,18.28,0.29,0.05,2573.3,3433.25,8317.17,11864.34,3522.18,4234.44,19937.46,12288.33,8004.39,1678.46,2.53,4.66,11.09,10.07,1.09,2.62,4.33,0.0,5.05,0.1,75.18,8.7,6
Badung,2023,688018.0,83.08,17.01,0.11,0.01,3667.41,3906.92,8914.29,13065.77,4091.8,3709.37,20637.23,13556.18,10329.33,2117.91,2.3,1.23,11.32,10.52,1.04,2.53,2.65,0.0,12.23,3.25,75.51,19.7,6
Badung,2024,737800.0,83.87,16.87,0.32,0.08,3469.0,4266.0,13811.0,16994.0,3890.0,3581.0,25364.0,17525.0,11507.0,2132.0,2.23,1.02,11.45,10.76,1.01,2.3,1.49,0.0,7.11,0.09,75.88,4.9,6
Balangan,2018,382835.0,67.88,7.21,1.04,0.25,3587.7,4132.53,7789.0,3762.52,1788.45,3544.84,14956.35,11634.03,6597.73,430.16,5.59,4.05,7.71,6.53,0.2,5.68,41.11,2.23,20.58,2.83,67.19,35.3,6
Balangan,2019,396532.0,68.39,7.27,0.87,0.2,3474.45,4513.36,7148.0,4016.54,1928.07,3555.49,14655.01,12852.8,7395.48,413.19,5.55,3.35,8.04,6.71,0.82,5.59,31.62,1.15,28.65,2.4,67.37,36.22,6
Balangan,2020,441488.0,68.82,7.06,0.88,0.24,3550.14,5138.32,6806.0,4814.19,1866.51,3579.17,15346.06,15695.15,7409.01,658.65,5.32,3.45,8.28,7.04,0.32,5.55,32.57,2.55,24.9,2.65,67.59,0.0,6
Balangan,2021,453928.0,69.11,8.06,0.79,0.19,4363.1,5318.24,4672.0,4863.37,2356.45,4007.83,16769.74,18091.67,7918.91,750.94,6.07,2.96,8.4,7.19,0.85,5.32,26.45,0.91,26.45,3.27,67.72,0.0,6
Balangan,2022,476190.0,69.73,7.83,0.67,0.12,4766.82,5193.42,5752.96,5956.78,2394.76,5506.91,16167.23,14604.85,9738.16,920.81,5.83,4.65,8.64,7.35,0.78,6.07,15.83,0.66,21.2,3.2,67.85,32.3,6
Balangan,2023,508157.0,70.49,7.07,0.55,0.13,4008.84,4676.67,6416.55,5208.22,2101.14,4380.42,20900.36,16474.95,9298.54,884.99,5.22,6.04,8.78,7.61,1.06,5.83,19.23,0.0,15.22,2.56,68.13,29.3,6
Balangan,2024,528104.0,71.34,6.68,0.85,0.2,4022.0,5046.0,12583.0,6954.0,2440.0,4113.0,21155.0,17834.0,8998.0,501.0,4.87,3.41,8.91,7.62,1.0,5.22,15.66,0.18,12.79,2.35,68.4,33.4,6
Bandung,2018,334929.0,71.75,246.13,0.87,0.2,3154.44,4010.95,5554.0,7266.27,2702.69,2520.23,14551.61,16588.19,7794.74,1256.44,6.65,4.54,8.94,8.28,1.72,7.36,38.94,0.0,30.52,0.63,73.13,38.7,5
Bandung,2019,345177.0,72.41,223.21,1.04,0.28,3477.9,4494.45,6226.0,8310.42,2933.29,2666.04,15279.04,17922.75,7883.58,1528.64,5.94,3.77,9.0,8.49,1.83,6.65,30.64,0.0,18.54,0.61,73.26,35.21,6
Bandung,2020,367403.0,72.39,263.6,0.92,0.17,2918.85,4359.47,5883.0,7206.37,2801.87,2637.95,15092.67,18162.35,7865.76,1310.69,6.91,5.07,9.13,8.71,1.58,5.94,38.11,0.0,17.59,0.59,73.4,27.87,6
Bandung,2021,378819.0,72.73,269.18,1.23,0.34,3772.42,4871.51,5891.0,7442.88,3321.44,3207.08,16000.4,20476.08,8348.06,1669.73,7.15,5.53,9.3,8.82,1.63,6.91,29.01,0.0,15.69,0.47,73.53,0.0,6
Bandung,2022,398884.0,73.16,258.61,0.9,0.21,3549.29,4281.18,5833.19,7703.51,3071.3,3837.13,15377.95,18753.79,7575.75,1722.06,6.8,8.3,9.31,8.83,1.49,7.15,29.52,0.0,12.19,0.35,73.72,31.1,6
Bandung,2023,426069.0,73.74,245.49,1.1,0.29,3999.68,4984.11,6120.05,9233.58,3656.4,3788.96,17239.17,25272.77,8221.94,1784.38,6.4,5.19,9.32,8.93,1.39,6.8,17.03,0.0,20.49,0.47,74.01,23.5,6
Bandung,2024,455636.0,74.27,239.87,0.61,0.09,3866.0,4955.0,7002.0,8204.0,3858.0,3482.0,18899.0,25150.0,8056.0,1485.0,6.19,5.8,9.34,9.03,1.53,6.4,21.67,0.0,22.97,0.31,74.27,29.2,6
Bandung Barat,2018,329415.0,67.46,169.0,1.45,0.35,2625.79,3959.57,6016.0,5672.38,2819.06,2348.14,15584.59,15746.26,5409.14,1245.0,10.06,6.19,8.39,7.65,1.43,11.49,40.35,0.0,53.4,0.81,71.87,34.3,5
Bandung Barat,2019,341307.0,68.27,159.03,1.54,0.33,2585.05,4440.17,6130.0,7133.47,2783.33,2270.2,15852.75,21829.66,7170.48,1469.03,9.38,4.2,8.7,7.81,1.41,10.06,33.78,0.0,31.47,0.81,72.03,36.69,5
Bandung Barat,2020,362212.0,68.08,179.46,1.4,0.25,2385.68,5053.64,5409.0,7171.0,2470.11,2405.3,15338.41,21472.13,6899.88,1458.1,10.49,5.07,8.71,7.82,1.42,9.38,45.41,0.0,26.57,0.66,72.18,32.12,6
Bandung Barat,2021,374470.0,68.29,190.77,1.62,0.32,2570.4,5106.19,4957.0,7114.39,2539.8,2764.28,17019.11,23510.47,6544.3,1867.2,11.3,6.04,8.72,7.83,1.48,10.49,45.16,0.28,29.7,0.6,72.34,0.0,5
Bandung Barat,2022,393956.0,69.04,183.67,1.7,0.41,3343.21,5628.86,7062.07,9085.67,3440.39,4273.49,17265.01,23802.33,6940.88,2307.13,10.82,7.81,8.74,7.85,1.81,11.3,48.45,0.0,28.97,0.5,72.52,29.6,5
Bandung Barat,2023,426355.0,69.61,179.43,1.54,0.34,3288.79,5064.95,6946.32,7718.29,3556.47,3491.13,17280.68,22825.94,6578.22,2020.18,10.52,7.48,8.75,7.86,1.68,10.82,40.51,0.0,31.91,0.74,72.79,14.3,5
Bandung Barat,2024,455325.0,70.03,179.7,1.17,0.23,3180.0,5060.0,7752.0,7946.0,3447.0,3178.0,20278.0,22565.0,6241.0,1939.0,10.49,6.25,8.76,7.87,1.77,10.52,33.07,0.0,24.46,0.48,73.1,25.1,6
Banggai,2018,373695.0,69.85,33.73,1.7,0.52,2093.52,4197.36,5266.0,2679.77,2179.75,3655.96,17590.63,16919.62,5863.62,1450.23,9.12,6.33,8.3,7.81,0.46,9.2,33.31,2.18,47.27,12.35,70.02,31.5,6
Banggai,2019,395700.0,70.36,29.3,1.15,0.26,2063.38,4065.36,9434.0,1687.01,1935.32,3267.13,14358.53,16436.07,5079.36,1175.42,7.8,8.78,8.57,7.82,0.38,9.12,16.57,2.53,22.82,5.42,70.32,31.9,6
Banggai,2020,417863.0,70.52,28.16,1.05,0.21,2122.09,4401.57,9027.0,3080.04,1569.19,3164.6,19386.4,17447.55,5866.19,1820.96,7.39,8.15,8.85,8.12,0.31,7.8,16.25,1.75,19.97,5.34,70.61,29.96,6
Banggai,2021,431639.0,70.6,30.1,1.09,0.23,1811.24,4730.45,3802.0,2373.3,2111.02,3830.5,18014.8,18231.97,5454.8,1750.28,7.83,11.91,8.86,8.13,0.33,7.39,17.55,0.45,22.83,5.39,70.88,0.0,6
Banggai,2022,457335.0,71.08,28.55,1.2,0.28,2534.32,4985.37,8508.73,3305.4,2586.97,5866.8,17909.7,21054.68,6913.84,1857.07,7.33,11.85,8.87,8.2,0.34,7.83,15.06,0.65,20.23,5.19,70.88,26.0,6
Banggai,2023,488788.0,71.7,27.38,0.8,0.17,2530.74,4962.95,7139.92,2537.34,2473.31,4478.81,24683.76,24044.85,6231.94,1610.37,6.94,9.95,8.89,8.5,0.4,7.33,11.97,0.08,28.96,15.66,70.88,27.3,6
Banggai,2024,515334.0,72.32,26.21,0.86,0.17,2715.0,4815.0,13427.0,4994.0,2853.0,4147.0,23345.0,22097.0,6700.0,2070.0,6.56,10.91,8.96,8.69,0.36,6.94,15.85,0.28,30.04,3.99,71.02,29.1,6
Banggai Kepulauan,2018,317475.0,64.68,18.38,2.65,0.61,1804.61,3931.15,5668.0,1636.5,517.26,2918.72,17201.19,16212.23,3174.49,4898.57,15.65,10.51,8.37,7.91,5.0,15.92,38.6,12.7,39.04,5.72,64.53,37.3,2
Banggai Kepulauan,2019,338815.0,65.13,17.54,1.98,0.4,1751.58,4015.71,7934.0,1660.8,723.26,2841.73,16398.19,16423.48,3429.97,3818.98,14.84,13.17,8.39,7.99,3.25,15.65,34.26,9.96,28.75,4.47,65.12,40.48,3
Banggai Kepulauan,2020,364025.0,65.42,16.7,1.99,0.47,1965.4,4283.31,8358.0,2186.94,697.78,3000.46,19435.39,15113.09,4477.95,3028.73,14.04,13.27,8.6,8.25,2.49,14.84,43.82,13.57,19.35,3.92,65.71,0.0,4
Banggai Kepulauan,2021,373799.0,65.61,16.33,1.89,0.42,2218.08,4854.45,4590.0,2552.32,782.16,3536.33,19704.24,14641.45,4370.46,4768.55,13.72,16.14,8.74,8.26,3.33,14.04,30.38,6.74,10.26,3.38,66.31,0.0,4
Banggai Kepulauan,2022,396904.0,66.08,16.07,1.79,0.35,2016.56,5045.24,10674.01,1286.59,845.49,4736.55,18721.45,15781.08,3493.5,4313.64,13.44,16.26,8.81,8.28,3.63,13.72,25.14,2.72,13.51,3.29,66.59,30.6,4
Banggai Kepulauan,2023,432673.0,66.82,15.5,2.23,0.63,2321.65,4777.51,6827.84,1598.45,684.16,3857.71,22524.77,13749.13,3660.43,5459.34,12.9,16.56,9.01,8.42,4.74,13.44,35.33,2.76,18.49,11.15,66.73,17.1,3
Banggai Kepulauan,2024,453552.0,67.43,14.86,1.26,0.22,2478.0,5131.0,10825.0,2365.0,934.0,4316.0,26142.0,19489.0,3598.0,5186.0,12.32,18.73,9.02,8.68,3.01,12.9,26.64,2.19,14.24,2.79,66.87,27.7,4
Banggai Laut,2018,324734.0,64.8,11.97,2.45,0.53,2851.82,5000.72,7176.0,2125.35,766.1,3774.12,18859.51,13376.61,4771.13,3626.15,16.32,7.28,8.77,8.0,5.0,16.17,37.57,1.52,43.32,1.37,63.62,33.4,2
Banggai Laut,2019,335604.0,65.27,11.46,2.49,0.56,2120.24,4517.85,9226.0,1318.83,593.02,3218.26,19420.78,16127.04,3881.2,2450.87,15.34,9.3,9.11,8.01,5.0,16.32,34.82,9.42,13.2,0.93,64.21,34.15,2
Banggai Laut,2020,359768.0,65.43,11.09,1.59,0.36,1927.5,4182.99,8471.0,741.62,355.12,3060.06,19122.67,20141.3,4108.41,2426.94,14.6,10.51,9.12,8.15,4.95,15.34,36.25,8.71,26.92,1.21,64.79,0.0,2
Banggai Laut,2021,366005.0,65.65,10.92,2.93,0.83,2643.1,5111.17,4718.0,1463.19,696.0,3286.47,20915.03,21447.12,5335.77,3714.96,14.17,11.91,9.13,8.16,5.0,14.6,34.51,13.28,18.4,1.18,65.38,0.0,2
Banggai Laut,2022,384686.0,66.22,10.32,2.23,0.61,2643.57,5444.01,11808.81,1888.67,1052.24,5680.65,23437.89,20921.16,5001.86,3980.88,13.17,11.26,9.15,8.16,5.0,14.17,27.05,7.96,24.06,1.07,65.67,26.1,2
Banggai Laut,2023,424660.0,66.93,11.27,1.82,0.44,2456.29,5179.75,7782.97,1847.03,903.41,5554.12,25778.36,20008.44,4889.15,3978.21,14.15,13.42,9.16,8.18,5.0,13.17,36.88,6.63,30.5,22.42,65.81,42.5,2
Banggai Laut,2024,443877.0,67.43,11.16,1.76,0.35,2335.0,5200.0,9591.0,2171.0,766.0,4397.0,25443.0,20980.0,4363.0,3112.0,13.78,15.79,9.17,8.35,5.0,14.15,26.33,4.72,25.14,0.96,66.08,25.6,3
Bangka,2018,497164.0,71.8,18.02,0.66,0.17,3446.92,4753.0,8267.0,8457.33,2184.96,2927.69,19265.21,20649.77,11896.33,1191.89,5.47,9.9,8.66,7.95,4.91,5.1,22.78,1.4,29.52,2.49,70.56,27.7,3
Bangka,2019,541925.0,72.39,16.52,0.65,0.14,3523.38,4025.5,8417.0,7809.09,2128.51,2691.08,17983.1,24245.76,11733.33,1229.97,4.92,8.02,8.69,7.98,3.12,5.47,14.79,0.3,20.15,0.26,70.73,23.91,5
Bangka,2020,577093.0,72.4,15.41,0.47,0.09,3761.37,4612.75,9063.0,9432.69,2281.75,2977.42,17640.22,24290.81,10195.62,1381.02,4.51,9.43,8.7,7.99,1.76,4.92,20.61,0.37,15.2,1.84,70.99,20.86,6
Bangka,2021,595429.0,72.46,16.19,0.39,0.06,4066.23,4851.53,8430.0,9903.78,2563.94,3123.62,19274.83,23311.8,10450.79,1524.67,4.81,11.36,8.71,8.0,1.46,4.51,14.56,0.0,16.97,1.86,71.06,0.0,6
Bangka,2022,639535.0,72.95,14.5,0.67,0.15,3939.92,4440.03,11014.27,14140.18,2357.88,3985.17,17889.94,26736.75,11361.71,1702.04,4.26,15.78,8.72,8.02,1.63,4.81,14.81,0.52,18.74,1.74,71.14,17.5,6
Bangka,2023,685810.0,73.66,14.87,0.35,0.04,4801.44,4663.64,11271.56,12684.9,3048.64,3717.15,19807.23,28011.47,12205.31,2324.41,4.32,13.4,8.74,8.16,1.74,4.26,20.61,0.09,14.61,0.22,71.37,16.6,6
Bangka,2024,723719.0,73.98,14.76,0.62,0.14,3570.0,4438.0,14568.0,13026.0,2737.0,3495.0,25387.0,29229.0,10898.0,2015.0,4.24,10.45,8.87,8.17,2.9,4.32,15.55,0.2,11.86,1.69,71.6,23.2,5
Bangka Barat,2018,520642.0,68.68,6.35,0.34,0.05,3982.05,5437.3,6992.0,6362.89,1748.11,3088.5,20047.16,24608.51,9526.67,1516.04,3.05,10.4,7.78,7.15,3.73,2.98,26.21,0.27,31.03,3.9,69.56,25.0,4
Bangka Barat,2019,549496.0,69.05,5.65,0.31,0.07,3978.09,5168.36,6768.0,5342.5,2078.08,2730.24,20371.28,24042.51,10000.56,1282.51,2.67,8.41,7.8,7.18,4.24,3.05,14.53,1.22,23.93,0.5,69.73,33.27,4
Bangka Barat,2020,589894.0,69.08,5.83,0.23,0.04,4131.6,5510.03,7874.0,6205.38,2263.3,2966.43,20422.58,23378.95,11034.36,1376.48,2.7,11.7,7.81,7.19,2.6,2.67,17.69,0.36,24.75,3.85,69.99,23.3,5
Bangka Barat,2021,599887.0,69.6,5.85,0.25,0.04,4898.87,5733.89,7028.0,6200.19,2432.04,3623.12,21268.0,23927.9,10137.98,1747.52,2.75,12.63,8.04,7.39,1.65,2.7,13.78,0.3,23.11,3.68,70.06,0.0,6
Bangka Barat,2022,635861.0,70.12,5.3,0.27,0.06,4888.66,5138.37,10069.33,11670.98,1917.81,4199.93,18023.66,30371.43,9399.48,1344.02,2.46,16.42,8.06,7.41,2.11,2.75,17.18,0.42,29.47,3.26,70.08,23.5,5
Bangka Barat,2023,681517.0,70.45,5.91,0.42,0.09,5326.22,5229.63,9394.93,10576.55,2460.78,3359.59,19433.6,31138.13,11364.29,2110.14,2.71,13.79,8.07,7.42,4.25,2.46,20.23,0.28,22.34,0.48,70.25,21.3,4
Bangka Barat,2024,720398.0,70.67,5.71,0.52,0.16,4551.0,4849.0,13049.0,8522.0,2207.0,2684.0,23514.0,34830.0,11725.0,1268.0,2.59,10.85,8.08,7.44,5.0,2.71,11.7,0.0,20.73,3.4,70.43,20.6,4
Bangka Selatan,2018,483823.0,65.98,7.58,0.49,0.08,4273.8,5166.36,7700.0,6827.14,1637.34,3105.99,21525.29,23199.87,8492.58,812.76,3.7,9.79,6.87,5.92,2.77,3.92,31.81,0.57,34.44,7.29,67.13,30.1,4
Bangka Selatan,2019,523155.0,66.54,7.02,0.48,0.08,4162.62,4600.14,6539.0,6957.21,1632.66,2800.99,19500.89,26052.92,9016.45,1053.85,3.36,8.69,6.94,5.98,3.15,3.7,26.21,0.0,25.46,0.84,67.47,26.92,4
Bangka Selatan,2020,561617.0,66.9,7.49,0.53,0.13,4217.29,5368.94,6525.0,7789.55,1921.31,3129.01,20795.38,23077.34,10115.98,1056.69,3.52,9.32,7.19,6.2,0.92,3.36,26.86,0.18,22.61,5.75,67.9,21.59,6
Bangka Selatan,2021,581970.0,67.06,7.72,0.35,0.06,4465.2,4566.58,5684.0,7713.54,1664.87,3339.0,20145.89,27323.12,8232.92,1147.01,3.69,12.1,7.2,6.46,0.6,3.52,32.03,0.97,25.05,5.6,68.16,0.0,6
Bangka Selatan,2022,621629.0,67.95,6.81,0.25,0.03,4728.76,4762.53,8960.08,14600.25,1797.86,4690.18,20243.59,29493.66,8742.37,1103.39,3.22,15.86,7.21,6.64,0.6,3.69,28.79,0.13,20.25,5.47,68.35,19.4,6
Bangka Selatan,2023,669016.0,68.51,6.66,0.26,0.04,4498.38,5017.9,7398.82,9671.71,1913.96,3982.74,22145.6,29525.89,9916.38,997.5,3.11,13.08,7.23,6.72,0.65,3.22,28.7,0.0,26.78,0.51,68.68,22.2,6
Bangka Selatan,2024,697382.0,68.86,8.1,0.27,0.07,4289.0,5284.0,9875.0,11268.0,1882.0,3888.0,28026.0,29983.0,9466.0,1265.0,3.74,10.95,7.25,6.74,0.62,3.11,19.12,0.0,23.99,5.04,68.98,20.7,6
Bangka Tengah,2018,680907.0,69.52,11.12,0.42,0.06,3419.28,4551.04,7555.0,7262.99,1719.94,2948.2,17552.85,23544.47,9924.41,737.85,5.81,10.28,7.29,6.38,5.0,6.07,26.02,0.85,26.46,3.98,70.49,25.6,3
Bangka Tengah,2019,693842.0,70.33,9.8,0.52,0.1,3614.15,4592.02,7603.0,9049.94,1970.4,2973.26,18454.27,25847.85,11170.43,1203.19,5.02,7.6,7.61,6.73,5.0,5.81,18.93,0.35,20.47,0.45,70.78,26.09,3
Bangka Tengah,2020,721331.0,70.45,9.64,0.72,0.14,4175.11,5210.07,8838.0,7711.44,2169.62,3157.49,17938.76,28071.37,9868.4,1224.4,4.85,8.04,7.62,6.9,5.0,5.02,17.62,0.0,13.65,3.51,71.16,0.0,4
Bangka Tengah,2021,735479.0,70.89,10.03,0.63,0.11,4316.43,5473.05,7749.0,8820.25,2327.33,3472.82,18225.23,27213.77,10247.72,1459.97,5.13,10.87,7.63,6.91,5.0,4.85,17.82,0.15,16.76,3.37,71.36,0.0,3
Bangka Tengah,2022,773509.0,71.4,9.61,0.62,0.14,4360.96,5165.76,11401.89,15025.28,2220.63,4621.72,18646.03,34053.09,10723.86,1601.48,4.86,14.82,7.65,6.93,5.0,5.13,18.08,0.0,23.8,2.81,71.52,20.0,3
Bangka Tengah,2023,814969.0,71.71,10.58,0.64,0.12,5094.55,5704.64,10047.24,12926.13,2243.89,4162.07,20635.58,33970.72,10896.04,1850.93,5.29,14.51,7.66,6.94,5.0,4.86,30.63,0.0,17.96,0.34,71.82,22.1,3
Bangka Tengah,2024,856895.0,71.9,12.04,0.66,0.17,5255.0,5468.0,14341.0,13476.0,2001.0,3674.0,25761.0,30449.0,10464.0,1542.0,5.94,11.55,7.67,6.96,5.0,5.29,20.67,0.0,14.3,2.89,72.11,18.2,4
Bangkalan,2018,369455.0,62.87,191.33,3.57,1.0,1893.79,3207.66,2697.0,4672.36,2408.92,2676.28,16426.19,14776.36,4110.67,825.09,19.59,6.45,6.16,4.64,0.64,21.32,64.21,0.06,47.25,0.5,69.82,43.0,4
Bangkalan,2019,389170.0,63.79,186.11,4.0,1.08,1918.12,3121.95,2843.0,5229.22,2462.13,2747.62,14979.4,15835.41,4658.54,814.02,18.9,7.04,6.4,4.97,0.59,19.59,53.76,0.56,40.25,0.45,69.94,41.87,5
Bangkalan,2020,418908.0,64.11,204.0,4.25,1.29,2288.91,3275.43,3001.0,4908.27,2616.27,2859.85,16572.38,18996.52,4703.4,794.31,20.56,7.39,6.71,5.25,0.51,18.9,49.08,0.09,38.94,0.44,70.11,22.37,5
Bangkalan,2021,432046.0,64.36,215.97,3.51,0.86,2267.91,3160.59,2959.0,4170.4,2829.4,2924.41,16184.32,18993.71,4278.89,1209.37,21.57,10.37,6.72,5.35,0.54,20.56,47.64,0.0,34.5,0.42,70.18,0.0,5
Bangkalan,2022,458754.0,65.05,196.11,3.02,0.73,2773.15,3279.09,4206.33,5515.82,3142.66,4490.96,16407.2,20625.93,4033.67,1532.83,19.44,14.61,6.73,5.36,0.61,21.57,58.03,0.14,32.89,0.38,70.22,38.9,5
Bangkalan,2023,503207.0,65.75,196.66,3.25,0.82,2723.66,2948.03,4507.44,5857.36,3044.72,3479.98,16973.53,18171.73,4568.91,1555.41,19.35,9.19,6.75,5.37,0.68,19.44,60.34,0.0,33.12,8.27,70.54,25.1,5
Bangkalan,2024,547017.0,66.27,190.94,2.03,0.39,2503.0,2960.0,4582.0,4923.0,2757.0,3553.0,21942.0,18196.0,4441.0,1355.0,18.66,12.18,6.76,5.41,0.7,19.35,46.62,0.0,34.55,0.49,70.79,10.2,6
Bangli,2018,327668.0,68.96,11.05,0.49,0.1,1305.26,3809.24,9026.0,8156.11,3135.38,3350.68,18051.92,10787.44,5373.55,1287.53,4.89,2.98,8.06,6.28,1.3,5.23,20.15,0.18,35.45,0.64,69.83,28.4,6
Bangli,2019,329014.0,69.35,10.08,0.24,0.02,1504.06,3421.16,6670.0,9039.32,2861.37,2992.38,17812.78,10714.22,5430.42,1249.13,4.44,3.17,8.09,6.31,1.84,4.89,20.02,0.93,18.66,0.38,70.05,43.14,5
Bangli,2020,346458.0,69.36,9.56,0.3,0.04,1382.19,3589.72,12089.0,16694.82,2964.72,3814.97,18603.84,12623.07,4985.05,1236.04,4.19,4.16,8.1,6.47,2.25,4.44,20.35,0.32,24.36,0.44,70.37,23.01,5
Bangli,2021,370732.0,69.37,11.68,0.56,0.11,1875.91,4132.49,7251.0,11316.22,3717.34,4041.61,20143.11,10163.26,6644.31,1698.03,5.09,7.25,8.11,6.48,2.57,4.19,30.03,0.09,33.38,0.38,70.52,0.0,5
Bangli,2022,401650.0,70.26,12.17,0.72,0.15,2150.7,4109.12,12378.42,9805.51,3755.34,4617.9,19863.05,10935.43,6810.81,1583.98,5.28,6.68,8.22,6.87,1.95,5.09,14.84,0.01,37.43,0.36,70.62,11.8,5
